symbol,date,amount,data,formatted_date,type
3794.KL,1467075600,0.03,0.03,2016-06-28,DIVIDEND
3794.KL,1474938000,0.02,0.02,2016-09-27,DIVIDEND
3816.KL,1400547600,0.05,0.05,2014-05-20,DIVIDEND
3816.KL,1410138000,0.04,0.04,2014-09-08,DIVIDEND
3816.KL,1424739600,0.06,0.06,2015-02-24,DIVIDEND
3816.KL,1439859600,0.075,0.075,2015-08-18,DIVIDEND
3816.KL,1456102800,0.125,0.125,2016-02-22,DIVIDEND
3816.KL,1460941200,0.1,0.1,2016-04-18,DIVIDEND
3816.KL,1471482000,0.1,0.1,2016-08-18,DIVIDEND
3816.KL,1487898000,0.2,0.2,2017-02-24,DIVIDEND
3816.KL,1495155600,0.07,0.07,2017-05-19,DIVIDEND
3816.KL,1503277200,0.07,0.07,2017-08-21,DIVIDEND
3816.KL,1510707600,0.07,0.07,2017-11-15,DIVIDEND
3859.KL,1363222800,0.05,0.05,2013-03-14,DIVIDEND
3859.KL,1372122000,0.05,0.05,2013-06-25,DIVIDEND
3859.KL,1375405200,0.4879,0.4879,2013-08-02,DIVIDEND
3859.KL,1378688400,0.05,0.05,2013-09-09,DIVIDEND
3859.KL,1386550800,0.05,0.05,2013-12-09,DIVIDEND
3859.KL,1394499600,0.05,0.05,2014-03-11,DIVIDEND
3859.KL,1401930000,0.05,0.05,2014-06-05,DIVIDEND
3859.KL,1410224400,0.05,0.05,2014-09-09,DIVIDEND
3859.KL,1418173200,0.05,0.05,2014-12-10,DIVIDEND
3859.KL,1425949200,0.05,0.05,2015-03-10,DIVIDEND
3859.KL,1433898000,0.05,0.05,2015-06-10,DIVIDEND
3859.KL,1441587600,0.05,0.05,2015-09-07,DIVIDEND
3859.KL,1449450000,0.025,0.025,2015-12-07,DIVIDEND
3859.KL,1457658000,0.035,0.035,2016-03-11,DIVIDEND
3859.KL,1465347600,0.04,0.04,2016-06-08,DIVIDEND
3859.KL,1473728400,0.03,0.03,2016-09-13,DIVIDEND
3859.KL,1481158800,0.03,0.03,2016-12-08,DIVIDEND
3859.KL,1489107600,0.03,0.03,2017-03-10,DIVIDEND
3859.KL,1505264400,0.03,0.03,2017-09-13,DIVIDEND
3859.KL,1513213200,0.04,0.04,2017-12-14,DIVIDEND
3867.KL,1368493200,0.05,0.05,2013-05-14,DIVIDEND
3867.KL,1385600400,0.05,0.05,2013-11-28,DIVIDEND
3867.KL,1400115600,0.1,0.1,2014-05-15,DIVIDEND
3867.KL,1416963600,0.07,0.07,2014-11-26,DIVIDEND
3867.KL,1431651600,0.13,0.13,2015-05-15,DIVIDEND
3867.KL,1448931600,0.08,0.08,2015-12-01,DIVIDEND
3867.KL,1463101200,0.15,0.15,2016-05-13,DIVIDEND
3867.KL,1479862800,0.08,0.08,2016-11-23,DIVIDEND
3867.KL,1493859600,0.19,0.19,2017-05-04,DIVIDEND
3867.KL,1511312400,0.1,0.1,2017-11-22,DIVIDEND
3883.KL,1372208400,0.03,0.03,2013-06-26,DIVIDEND
3883.KL,1403744400,0.03,0.03,2014-06-26,DIVIDEND
3883.KL,1434934800,0.03,0.03,2015-06-22,DIVIDEND
3883.KL,1467075600,0.03,0.03,2016-06-28,DIVIDEND
3883.KL,1498611600,0.03,0.03,2017-06-28,DIVIDEND
3921.KL,1363222800,0.04,0.04,2013-03-14,DIVIDEND
3921.KL,1404954000,0.02,0.02,2014-07-10,DIVIDEND
3921.KL,1431651600,0.02,0.02,2015-05-15,DIVIDEND
3921.KL,1465520400,0.02,0.02,2016-06-10,DIVIDEND
3921.KL,1496970000,0.02,0.02,2017-06-09,DIVIDEND
4006.KL,1366678800,0.04,0.04,2013-04-23,DIVIDEND
4006.KL,1375059600,0.04,0.04,2013-07-29,DIVIDEND
4006.KL,1397523600,0.035,0.035,2014-04-15,DIVIDEND
4006.KL,1405040400,0.035,0.035,2014-07-11,DIVIDEND
4006.KL,1425517200,0.06,0.06,2015-03-05,DIVIDEND
4006.KL,1435280400,0.06,0.06,2015-06-26,DIVIDEND
4006.KL,1446080400,0.06,0.06,2015-10-29,DIVIDEND
4006.KL,1458694800,0.06,0.06,2016-03-23,DIVIDEND
4006.KL,1465779600,0.06,0.06,2016-06-13,DIVIDEND
4006.KL,1476234000,0.06,0.06,2016-10-12,DIVIDEND
4006.KL,1490317200,0.06,0.06,2017-03-24,DIVIDEND
4006.KL,1498611600,0.08,0.08,2017-06-28,DIVIDEND
4006.KL,1508893200,0.06,0.06,2017-10-25,DIVIDEND
4057.KL,1444870800,0.003,0.003,2015-10-15,DIVIDEND
4065.KL,1368579600,0.13,0.13,2013-05-15,DIVIDEND
4065.KL,1378429200,0.08,0.08,2013-09-06,DIVIDEND
4065.KL,1400202000,0.17,0.17,2014-05-16,DIVIDEND
4065.KL,1410224400,0.07,0.07,2014-09-09,DIVIDEND
4065.KL,1431565200,0.16,0.16,2015-05-14,DIVIDEND
4065.KL,1441674000,0.08,0.08,2015-09-08,DIVIDEND
4065.KL,1462928400,0.17,0.17,2016-05-11,DIVIDEND
4065.KL,1473210000,0.08,0.08,2016-09-07,DIVIDEND
4065.KL,1494464400,0.17,0.17,2017-05-11,DIVIDEND
4065.KL,1504746000,0.08,0.08,2017-09-07,DIVIDEND
4081.KL,1463014800,0.08,0.08,2016-05-12,DIVIDEND
4162.KL,1363050000,0.77,0.77,2013-03-12,DIVIDEND
4162.KL,1368061200,0.68,0.68,2013-05-09,DIVIDEND
4162.KL,1376442000,0.68,0.68,2013-08-14,DIVIDEND
4162.KL,1383094800,0.68,0.68,2013-10-30,DIVIDEND
4162.KL,1393981200,0.78,0.78,2014-03-05,DIVIDEND
4162.KL,1399597200,0.75,0.75,2014-05-09,DIVIDEND
4162.KL,1407373200,0.78,0.78,2014-08-07,DIVIDEND
4162.KL,1414630800,0.78,0.78,2014-10-30,DIVIDEND
4162.KL,1425258000,0.78,0.78,2015-03-02,DIVIDEND
4162.KL,1431565200,0.78,0.78,2015-05-14,DIVIDEND
4162.KL,1439427600,0.78,0.78,2015-08-13,DIVIDEND
4162.KL,1447376400,0.78,0.78,2015-11-13,DIVIDEND
4162.KL,1456966800,0.78,0.78,2016-03-03,DIVIDEND
4162.KL,1463360400,0.55,0.55,2016-05-16,DIVIDEND
4162.KL,1470877200,0.45,0.45,2016-08-11,DIVIDEND
4162.KL,1478739600,0.55,0.55,2016-11-10,DIVIDEND
4162.KL,1489021200,0.77,0.77,2017-03-09,DIVIDEND
4162.KL,1494550800,0.4,0.4,2017-05-12,DIVIDEND
4162.KL,1502326800,0.43,0.43,2017-08-10,DIVIDEND
4162.KL,1510275600,0.43,0.43,2017-11-10,DIVIDEND
4197.KL,1366678800,0.07,0.07,2013-04-23,DIVIDEND
4197.KL,1387760400,0.27,0.27,2013-12-23,DIVIDEND
4197.KL,1398128400,0.06,0.06,2014-04-22,DIVIDEND
4197.KL,1418000400,0.3,0.3,2014-12-08,DIVIDEND
4197.KL,1429578000,0.06,0.06,2015-04-21,DIVIDEND
4197.KL,1449622800,0.19,0.19,2015-12-09,DIVIDEND
4197.KL,1461027600,0.06,0.06,2016-04-19,DIVIDEND
4197.KL,1479085200,0.21,0.21,2016-11-14,DIVIDEND
4197.KL,1492563600,0.06,0.06,2017-04-19,DIVIDEND
4197.KL,1512349200,0.17,0.17,2017-12-04,DIVIDEND
4219.KL,1385514000,0.01,0.01,2013-11-27,DIVIDEND
4219.KL,1417050000,0.01,0.01,2014-11-27,DIVIDEND
4235.KL,1388106000,0.01,0.01,2013-12-27,DIVIDEND
4243.KL,1373590800,0.028,0.028,2013-07-12,DIVIDEND
4243.KL,1405040400,0.0252,0.0252,2014-07-11,DIVIDEND
4243.KL,1436490000,0.0183,0.0183,2015-07-10,DIVIDEND
4243.KL,1466125200,0.0249,0.0249,2016-06-17,DIVIDEND
4243.KL,1496883600,0.02,0.02,2017-06-08,DIVIDEND
4251.KL,1364259600,0.04,0.04,2013-03-26,DIVIDEND
4251.KL,1409706000,0.03,0.03,2014-09-03,DIVIDEND
4251.KL,1441242000,0.0151,0.0151,2015-09-03,DIVIDEND
4251.KL,1469754000,0.013,0.013,2016-07-29,DIVIDEND
4251.KL,1499734800,0.0188,0.0188,2017-07-11,DIVIDEND
4324.KL,1367283600,0.15,0.15,2013-04-30,DIVIDEND
4383.KL,1385600400,0.01,0.01,2013-11-28,DIVIDEND
4383.KL,1417395600,0.015,0.015,2014-12-01,DIVIDEND
4383.KL,1448845200,0.01,0.01,2015-11-30,DIVIDEND
4383.KL,1480294800,0.013,0.013,2016-11-28,DIVIDEND
4383.KL,1511917200,0.005,0.005,2017-11-29,DIVIDEND
4405.KL,1369875600,0.06,0.06,2013-05-30,DIVIDEND
4405.KL,1378861200,0.06,0.06,2013-09-11,DIVIDEND
4405.KL,1401411600,0.06,0.06,2014-05-30,DIVIDEND
4405.KL,1410138000,0.03,0.03,2014-09-08,DIVIDEND
4405.KL,1433120400,0.03,0.03,2015-06-01,DIVIDEND
4405.KL,1442278800,0.02,0.02,2015-09-15,DIVIDEND
4405.KL,1464570000,0.03,0.03,2016-05-30,DIVIDEND
4405.KL,1473210000,0.01,0.01,2016-09-07,DIVIDEND
4405.KL,1496019600,0.01,0.01,2017-05-29,DIVIDEND
4405.KL,1505091600,0.01,0.01,2017-09-11,DIVIDEND
4448.KL,1368406800,0.3,0.3,2013-05-13,DIVIDEND
4448.KL,1376269200,0.32,0.32,2013-08-12,DIVIDEND
4448.KL,1399856400,0.3,0.3,2014-05-12,DIVIDEND
4448.KL,1408323600,0.4,0.4,2014-08-18,DIVIDEND
4448.KL,1431478800,0.3,0.3,2015-05-13,DIVIDEND
4448.KL,1439773200,0.4,0.4,2015-08-17,DIVIDEND
4448.KL,1447808400,0.2,0.2,2015-11-18,DIVIDEND
4448.KL,1463014800,0.5,0.5,2016-05-12,DIVIDEND
4448.KL,1471482000,0.3,0.3,2016-08-18,DIVIDEND
4448.KL,1494291600,0.4,0.4,2017-05-09,DIVIDEND
4448.KL,1502931600,0.2,0.2,2017-08-17,DIVIDEND
4456.KL,1371517200,0.04,0.04,2013-06-18,DIVIDEND
4456.KL,1464224400,0.01,0.01,2016-05-26,DIVIDEND
4456.KL,1485392400,0.005,0.005,2017-01-26,DIVIDEND
4456.KL,1504746000,0.005,0.005,2017-09-07,DIVIDEND
4502.KL,1370394000,0.07,0.07,2013-06-05,DIVIDEND
4502.KL,1378861200,0.03,0.03,2013-09-11,DIVIDEND
4502.KL,1386723600,0.03,0.03,2013-12-11,DIVIDEND
4502.KL,1394067600,0.03,0.03,2014-03-06,DIVIDEND
4502.KL,1401843600,0.05,0.05,2014-06-04,DIVIDEND
4502.KL,1410310800,0.03,0.03,2014-09-10,DIVIDEND
4502.KL,1418173200,0.03,0.03,2014-12-10,DIVIDEND
4502.KL,1433293200,0.05,0.05,2015-06-03,DIVIDEND
4502.KL,1441760400,0.03,0.03,2015-09-09,DIVIDEND
4502.KL,1449536400,0.02,0.02,2015-12-08,DIVIDEND
4502.KL,1464742800,0.05,0.05,2016-06-01,DIVIDEND
4502.KL,1473210000,0.02,0.02,2016-09-07,DIVIDEND
4502.KL,1481677200,0.02,0.02,2016-12-14,DIVIDEND
4502.KL,1496192400,0.04,0.04,2017-05-31,DIVIDEND
4588.KL,1358298000,0.15,0.15,2013-01-16,DIVIDEND
4588.KL,1374541200,0.25,0.25,2013-07-23,DIVIDEND
4588.KL,1379984400,0.1,0.1,2013-09-24,DIVIDEND
4588.KL,1388710800,0.15,0.15,2014-01-03,DIVIDEND
4588.KL,1397178000,0.09,0.09,2014-04-11,DIVIDEND
4588.KL,1411434000,0.1,0.1,2014-09-23,DIVIDEND
4588.KL,1420419600,0.15,0.15,2015-01-05,DIVIDEND
4588.KL,1428541200,0.16,0.16,2015-04-09,DIVIDEND
4588.KL,1442970000,0.1,0.1,2015-09-23,DIVIDEND
4588.KL,1457571600,0.1,0.1,2016-03-10,DIVIDEND
4596.KL,1433984400,0.025,0.025,2015-06-11,DIVIDEND
4596.KL,1465779600,0.03,0.03,2016-06-13,DIVIDEND
4634.KL,1378861200,0.095,0.095,2013-09-11,DIVIDEND
4634.KL,1386550800,0.08,0.08,2013-12-09,DIVIDEND
4634.KL,1410310800,0.071,0.071,2014-09-10,DIVIDEND
4634.KL,1442192400,0.131,0.131,2015-09-14,DIVIDEND
4634.KL,1473210000,0.117,0.117,2016-09-07,DIVIDEND
4634.KL,1504659600,0.107,0.107,2017-09-06,DIVIDEND
4677.KL,1363050000,0.015,0.015,2013-03-12,DIVIDEND
4677.KL,1388106000,0.015,0.015,2013-12-27,DIVIDEND
4677.KL,1401670800,0.01,0.01,2014-06-02,DIVIDEND
4677.KL,1414544400,0.095,0.095,2014-10-29,DIVIDEND
4677.KL,1444006800,0.095,0.095,2015-10-05,DIVIDEND
4677.KL,1477530000,0.095,0.095,2016-10-27,DIVIDEND
4677.KL,1508806800,0.04902,0.04902,2017-10-24,DIVIDEND
4707.KL,1369098000,1.55,1.55,2013-05-21,DIVIDEND
4707.KL,1378774800,0.6,0.6,2013-09-10,DIVIDEND
4707.KL,1399856400,1.75,1.75,2014-05-12,DIVIDEND
4707.KL,1409274000,0.6,0.6,2014-08-29,DIVIDEND
4707.KL,1431306000,1.75,1.75,2015-05-11,DIVIDEND
4707.KL,1440550800,0.65,0.65,2015-08-26,DIVIDEND
4707.KL,1447030800,0.65,0.65,2015-11-09,DIVIDEND
4707.KL,1463446800,1.1,1.1,2016-05-17,DIVIDEND
4707.KL,1473123600,0.7,0.7,2016-09-06,DIVIDEND
4707.KL,1478826000,0.7,0.7,2016-11-11,DIVIDEND
4707.KL,1494896400,1.3,1.3,2017-05-16,DIVIDEND
4707.KL,1504659600,0.7,0.7,2017-09-06,DIVIDEND
4707.KL,1511226000,0.7,0.7,2017-11-21,DIVIDEND
4715.KL,1372208400,0.05,0.05,2013-06-26,DIVIDEND
4715.KL,1380157200,0.043,0.043,2013-09-26,DIVIDEND
4715.KL,1403744400,0.039,0.039,2014-06-26,DIVIDEND
4715.KL,1411693200,0.03,0.03,2014-09-26,DIVIDEND
4715.KL,1435280400,0.035,0.035,2015-06-26,DIVIDEND
4715.KL,1443402000,0.028,0.028,2015-09-28,DIVIDEND
4715.KL,1467075600,0.043,0.043,2016-06-28,DIVIDEND
4715.KL,1475024400,0.03,0.03,2016-09-28,DIVIDEND
4715.KL,1496192400,0.062,0.062,2017-05-31,DIVIDEND
4715.KL,1505091600,0.04,0.04,2017-09-11,DIVIDEND
4731.KL,1357779600,0.08,0.08,2013-01-10,DIVIDEND
4731.KL,1373936400,0.07,0.07,2013-07-16,DIVIDEND
4731.KL,1388624400,0.09,0.09,2014-01-02,DIVIDEND
4731.KL,1405558800,0.08,0.08,2014-07-17,DIVIDEND
4731.KL,1420592400,0.13,0.13,2015-01-07,DIVIDEND
4731.KL,1436922000,0.09,0.09,2015-07-15,DIVIDEND
4731.KL,1452128400,0.13,0.13,2016-01-07,DIVIDEND
4731.KL,1468458000,0.12,0.12,2016-07-14,DIVIDEND
4731.KL,1482886800,0.1,0.1,2016-12-28,DIVIDEND
4731.KL,1499216400,0.06,0.06,2017-07-05,DIVIDEND
4731.KL,1514250000,0.1,0.1,2017-12-26,DIVIDEND
4758.KL,1420765200,0.01,0.01,2015-01-09,DIVIDEND
4863.KL,1367974800,0.122,0.122,2013-05-08,DIVIDEND
4863.KL,1378774800,0.098,0.098,2013-09-10,DIVIDEND
4863.KL,1400720400,0.163,0.163,2014-05-22,DIVIDEND
4863.KL,1411606800,0.095,0.095,2014-09-25,DIVIDEND
4863.KL,1431651600,0.134,0.134,2015-05-15,DIVIDEND
4863.KL,1441587600,0.093,0.093,2015-09-07,DIVIDEND
4863.KL,1457398800,0.121,0.121,2016-03-08,DIVIDEND
4863.KL,1473901200,0.093,0.093,2016-09-15,DIVIDEND
4863.KL,1488848400,0.122,0.122,2017-03-07,DIVIDEND
4863.KL,1505264400,0.094,0.094,2017-09-13,DIVIDEND
4898.KL,1373936400,0.018,0.018,2013-07-16,DIVIDEND
4898.KL,1404176400,0.028,0.028,2014-07-01,DIVIDEND
4898.KL,1438304400,0.018,0.018,2015-07-31,DIVIDEND
4898.KL,1467075600,0.004,0.004,2016-06-28,DIVIDEND
4898.KL,1498611600,0.017,0.017,2017-06-28,DIVIDEND
4944.KL,1386637200,0.02,0.02,2013-12-10,DIVIDEND
4944.KL,1417568400,0.03,0.03,2014-12-03,DIVIDEND
4944.KL,1449104400,0.02,0.02,2015-12-03,DIVIDEND
4944.KL,1480640400,0.02,0.02,2016-12-02,DIVIDEND
4944.KL,1511139600,0.02,0.02,2017-11-20,DIVIDEND
4952.KL,1361149200,0.037000000000000005,0.037000000000000005,2013-02-18,DIVIDEND
4952.KL,1376614800,0.037000000000000005,0.037000000000000005,2013-08-16,DIVIDEND
4952.KL,1392685200,0.037000000000000005,0.037000000000000005,2014-02-18,DIVIDEND
4952.KL,1408064400,0.037000000000000005,0.037000000000000005,2014-08-15,DIVIDEND
4952.KL,1423702800,0.037000000000000005,0.037000000000000005,2015-02-12,DIVIDEND
4952.KL,1439773200,0.035,0.035,2015-08-17,DIVIDEND
4952.KL,1455670800,0.035,0.035,2016-02-17,DIVIDEND
4952.KL,1471482000,0.03,0.03,2016-08-18,DIVIDEND
4952.KL,1487206800,0.015,0.015,2017-02-16,DIVIDEND
4952.KL,1519002000,0.025,0.025,2018-02-19,DIVIDEND
5000.KL,1431651600,0.03,0.03,2015-05-15,DIVIDEND
5000.KL,1462496400,0.03,0.03,2016-05-06,DIVIDEND
5000.KL,1494810000,0.02,0.02,2017-05-15,DIVIDEND
5001.KL,1489107600,0.1,0.1,2017-03-10,DIVIDEND
5005.KL,1370221200,0.02,0.02,2013-06-03,DIVIDEND
5005.KL,1401757200,0.02,0.02,2014-06-03,DIVIDEND
5005.KL,1415840400,0.02,0.02,2014-11-13,DIVIDEND
5005.KL,1431046800,0.04,0.04,2015-05-08,DIVIDEND
5005.KL,1441760400,0.03,0.03,2015-09-09,DIVIDEND
5005.KL,1448413200,0.03,0.03,2015-11-25,DIVIDEND
5005.KL,1462237200,0.04,0.04,2016-05-03,DIVIDEND
5005.KL,1471482000,0.035,0.035,2016-08-18,DIVIDEND
5005.KL,1480986000,0.035,0.035,2016-12-06,DIVIDEND
5005.KL,1493341200,0.04,0.04,2017-04-28,DIVIDEND
5005.KL,1503277200,0.035,0.035,2017-08-21,DIVIDEND
5007.KL,1367197200,0.01,0.01,2013-04-29,DIVIDEND
5007.KL,1379898000,0.02,0.02,2013-09-23,DIVIDEND
5007.KL,1395277200,0.02,0.02,2014-03-20,DIVIDEND
5007.KL,1411434000,0.0283,0.0283,2014-09-23,DIVIDEND
5007.KL,1427418000,0.02,0.02,2015-03-27,DIVIDEND
5007.KL,1445994000,0.0384,0.0384,2015-10-28,DIVIDEND
5007.KL,1459472400,0.04,0.04,2016-04-01,DIVIDEND
5007.KL,1477443600,0.045,0.045,2016-10-26,DIVIDEND
5007.KL,1493168400,0.035,0.035,2017-04-26,DIVIDEND
5007.KL,1509411600,0.033,0.033,2017-10-31,DIVIDEND
5008.KL,1372813200,0.15,0.15,2013-07-03,DIVIDEND
5008.KL,1405558800,0.15,0.15,2014-07-17,DIVIDEND
5008.KL,1437008400,0.15,0.15,2015-07-16,DIVIDEND
5008.KL,1437440400,0.15,0.15,2015-07-21,DIVIDEND
5008.KL,1467075600,0.15,0.15,2016-06-28,DIVIDEND
5008.KL,1498611600,0.25,0.25,2017-06-28,DIVIDEND
5009.KL,1371603600,0.05,0.05,2013-06-19,DIVIDEND
5009.KL,1387328400,0.05,0.05,2013-12-18,DIVIDEND
5009.KL,1403485200,0.05,0.05,2014-06-23,DIVIDEND
5009.KL,1419296400,0.05,0.05,2014-12-23,DIVIDEND
5009.KL,1434934800,0.05,0.05,2015-06-22,DIVIDEND
5009.KL,1450659600,0.05,0.05,2015-12-21,DIVIDEND
5009.KL,1466384400,0.05,0.05,2016-06-20,DIVIDEND
5009.KL,1482282000,0.05,0.05,2016-12-21,DIVIDEND
5009.KL,1513731600,0.05,0.05,2017-12-20,DIVIDEND
5010.KL,1370998800,0.04,0.04,2013-06-12,DIVIDEND
5010.KL,1402534800,0.05,0.05,2014-06-12,DIVIDEND
5010.KL,1410397200,0.06,0.06,2014-09-11,DIVIDEND
5010.KL,1434070800,0.06,0.06,2015-06-12,DIVIDEND
5010.KL,1465520400,0.1,0.1,2016-06-10,DIVIDEND
5010.KL,1481158800,0.1,0.1,2016-12-08,DIVIDEND
5010.KL,1496278800,0.2,0.2,2017-06-01,DIVIDEND
5010.KL,1512694800,0.18,0.18,2017-12-08,DIVIDEND
5011.KL,1371690000,0.21,0.21,2013-06-20,DIVIDEND
5011.KL,1403139600,0.1,0.1,2014-06-19,DIVIDEND
5011.KL,1502931600,0.05,0.05,2017-08-17,DIVIDEND
5012.KL,1363136400,0.05,0.05,2013-03-13,DIVIDEND
5012.KL,1386550800,0.05,0.05,2013-12-09,DIVIDEND
5012.KL,1402016400,0.1,0.1,2014-06-06,DIVIDEND
5012.KL,1418000400,0.1,0.1,2014-12-08,DIVIDEND
5012.KL,1436922000,0.1,0.1,2015-07-15,DIVIDEND
5012.KL,1448931600,0.1,0.1,2015-12-01,DIVIDEND
5012.KL,1464742800,0.05,0.05,2016-06-01,DIVIDEND
5012.KL,1480467600,0.05,0.05,2016-11-30,DIVIDEND
5012.KL,1480554000,0.05,0.05,2016-12-01,DIVIDEND
5012.KL,1496624400,0.05,0.05,2017-06-05,DIVIDEND
5012.KL,1504659600,0.05,0.05,2017-09-06,DIVIDEND
5014.KL,1365555600,0.0763,0.0763,2013-04-10,DIVIDEND
5014.KL,1388365200,0.06,0.06,2013-12-30,DIVIDEND
5014.KL,1396314000,0.0578,0.0578,2014-04-01,DIVIDEND
5014.KL,1419210000,0.02,0.02,2014-12-22,DIVIDEND
5014.KL,1431997200,0.036000000000000004,0.036000000000000004,2015-05-19,DIVIDEND
5014.KL,1439341200,0.04,0.04,2015-08-12,DIVIDEND
5014.KL,1462928400,0.045,0.045,2016-05-11,DIVIDEND
5014.KL,1470790800,0.04,0.04,2016-08-10,DIVIDEND
5014.KL,1496797200,0.06,0.06,2017-06-07,DIVIDEND
5014.KL,1502413200,0.05,0.05,2017-08-11,DIVIDEND
5015.KL,1370394000,0.12,0.12,2013-06-05,DIVIDEND
5015.KL,1378861200,0.1,0.1,2013-09-11,DIVIDEND
5015.KL,1401843600,0.12,0.12,2014-06-04,DIVIDEND
5015.KL,1410224400,0.075,0.075,2014-09-09,DIVIDEND
5015.KL,1433293200,0.12,0.12,2015-06-03,DIVIDEND
5015.KL,1441587600,0.075,0.075,2015-09-07,DIVIDEND
5015.KL,1464829200,0.12,0.12,2016-06-02,DIVIDEND
5015.KL,1473123600,0.05,0.05,2016-09-06,DIVIDEND
5015.KL,1496710800,0.1,0.1,2017-06-06,DIVIDEND
5015.KL,1504659600,0.045,0.045,2017-09-06,DIVIDEND
5016.KL,1369702800,0.06,0.06,2013-05-28,DIVIDEND
5016.KL,1378861200,0.06,0.06,2013-09-11,DIVIDEND
5016.KL,1401757200,0.045,0.045,2014-06-03,DIVIDEND
5016.KL,1409878800,0.045,0.045,2014-09-05,DIVIDEND
5016.KL,1433206800,0.045,0.045,2015-06-02,DIVIDEND
5016.KL,1441933200,0.025,0.025,2015-09-11,DIVIDEND
5016.KL,1464742800,0.045,0.045,2016-06-01,DIVIDEND
5016.KL,1473123600,0.02,0.02,2016-09-06,DIVIDEND
5016.KL,1496192400,0.02,0.02,2017-05-31,DIVIDEND
5016.KL,1504659600,0.01,0.01,2017-09-06,DIVIDEND
5020.KL,1370221200,0.03,0.03,2013-06-03,DIVIDEND
5020.KL,1385686800,0.035,0.035,2013-11-29,DIVIDEND
5020.KL,1402448400,0.0225,0.0225,2014-06-11,DIVIDEND
5020.KL,1414544400,0.0265,0.0265,2014-10-29,DIVIDEND
5020.KL,1433984400,0.02,0.02,2015-06-11,DIVIDEND
5020.KL,1448499600,0.0225,0.0225,2015-11-26,DIVIDEND
5020.KL,1463014800,0.02,0.02,2016-05-12,DIVIDEND
5020.KL,1480294800,0.02,0.02,2016-11-28,DIVIDEND
5020.KL,1493254800,0.015,0.015,2017-04-27,DIVIDEND
5020.KL,1511830800,0.015,0.015,2017-11-28,DIVIDEND
5021.KL,1361235600,0.01,0.01,2013-02-19,DIVIDEND
5021.KL,1391994000,0.01,0.01,2014-02-10,DIVIDEND
5021.KL,1437008400,0.01,0.01,2015-07-16,DIVIDEND
5021.KL,1457312400,0.01,0.01,2016-03-07,DIVIDEND
5021.KL,1480986000,0.015,0.015,2016-12-06,DIVIDEND
5022.KL,1368406800,0.0125,0.0125,2013-05-13,DIVIDEND
5022.KL,1384304400,0.0125,0.0125,2013-11-13,DIVIDEND
5022.KL,1400029200,0.0125,0.0125,2014-05-14,DIVIDEND
5022.KL,1415754000,0.0125,0.0125,2014-11-12,DIVIDEND
5022.KL,1431478800,0.0125,0.0125,2015-05-13,DIVIDEND
5022.KL,1447203600,0.0125,0.0125,2015-11-11,DIVIDEND
5022.KL,1463014800,0.0125,0.0125,2016-05-12,DIVIDEND
5022.KL,1478739600,0.0125,0.0125,2016-11-10,DIVIDEND
5022.KL,1494810000,0.008,0.008,2017-05-15,DIVIDEND
5022.KL,1510189200,0.008,0.008,2017-11-09,DIVIDEND
5024.KL,1364518800,0.15,0.15,2013-03-29,DIVIDEND
5024.KL,1380589200,0.15,0.15,2013-10-01,DIVIDEND
5024.KL,1395882000,0.05,0.05,2014-03-27,DIVIDEND
5024.KL,1418691600,0.015,0.015,2014-12-16,DIVIDEND
5024.KL,1432170000,0.015,0.015,2015-05-21,DIVIDEND
5024.KL,1442278800,0.02,0.02,2015-09-15,DIVIDEND
5024.KL,1458694800,0.02,0.02,2016-03-23,DIVIDEND
5024.KL,1474333200,0.02,0.02,2016-09-20,DIVIDEND
5024.KL,1489971600,0.02,0.02,2017-03-20,DIVIDEND
5024.KL,1505869200,0.02,0.02,2017-09-20,DIVIDEND
5024.KL,1513213200,0.02,0.02,2017-12-14,DIVIDEND
5026.KL,1368493200,0.0225,0.0225,2013-05-14,DIVIDEND
5026.KL,1400115600,0.02,0.02,2014-05-15,DIVIDEND
5026.KL,1434416400,0.02,0.02,2015-06-16,DIVIDEND
5026.KL,1463101200,0.015,0.015,2016-05-13,DIVIDEND
5026.KL,1496192400,0.015,0.015,2017-05-31,DIVIDEND
5027.KL,1375750800,0.07,0.07,2013-08-06,DIVIDEND
5027.KL,1383094800,0.05,0.05,2013-10-30,DIVIDEND
5027.KL,1407459600,0.08,0.08,2014-08-08,DIVIDEND
5027.KL,1414544400,0.07,0.07,2014-10-29,DIVIDEND
5027.KL,1439168400,0.06,0.06,2015-08-10,DIVIDEND
5027.KL,1445994000,0.07,0.07,2015-10-28,DIVIDEND
5027.KL,1470790800,0.06,0.06,2016-08-10,DIVIDEND
5027.KL,1477530000,0.07,0.07,2016-10-27,DIVIDEND
5027.KL,1502240400,0.08,0.08,2017-08-09,DIVIDEND
5027.KL,1509066000,0.09,0.09,2017-10-27,DIVIDEND
5028.KL,1435280400,0.02,0.02,2015-06-26,DIVIDEND
5028.KL,1502931600,0.05,0.05,2017-08-17,DIVIDEND
5029.KL,1357174800,0.075,0.075,2013-01-03,DIVIDEND
5029.KL,1372035600,0.175,0.175,2013-06-24,DIVIDEND
5029.KL,1387760400,0.1,0.1,2013-12-23,DIVIDEND
5029.KL,1403830800,0.15,0.15,2014-06-27,DIVIDEND
5029.KL,1417654800,0.1,0.1,2014-12-04,DIVIDEND
5029.KL,1435539600,0.2,0.2,2015-06-29,DIVIDEND
5029.KL,1450659600,0.1,0.1,2015-12-21,DIVIDEND
