symbol,name,amount,year
0008.KL,WILLOWGLEN MSC BHD,0.02,2015
0008.KL,WILLOWGLEN MSC BHD,0.02,2016
0008.KL,WILLOWGLEN MSC BHD,0.02,2017
0011.KL,BRITE-TECH BHD,0.0189,2015
0011.KL,BRITE-TECH BHD,0.0136,2016
0011.KL,BRITE-TECH BHD,0.016,2017
0012.KL,THREE-A RESOURCES BHD,0.014,2015
0012.KL,THREE-A RESOURCES BHD,0.018,2016
0012.KL,THREE-A RESOURCES BHD,0.018,2017
0023.KL,IFCA MSC BHD,0.01,2015
0023.KL,IFCA MSC BHD,0.01,2016
0023.KL,IFCA MSC BHD,0.005,2017
0035.KL,OPCOM HOLDINGS BHD,0.015,2015
0035.KL,OPCOM HOLDINGS BHD,0.02,2016
0035.KL,OPCOM HOLDINGS BHD,0.02,2017
0037.KL,RGB INTERNATIONAL BHD,0.002,2015
0037.KL,RGB INTERNATIONAL BHD,0.005,2016
0037.KL,RGB INTERNATIONAL BHD,0.006,2017
0049.KL,OCEANCASH PACIFIC BHD,0.007,2015
0049.KL,OCEANCASH PACIFIC BHD,0.007,2016
0049.KL,OCEANCASH PACIFIC BHD,0.008,2017
0050.KL,SYSTECH BHD,0.006,2015
0050.KL,SYSTECH BHD,0.002,2016
0050.KL,SYSTECH BHD,0.003,2017
0054.KL,KARYON INDUSTRIES BHD,0.004,2015
0054.KL,KARYON INDUSTRIES BHD,0.003,2016
0054.KL,KARYON INDUSTRIES BHD,0.003,2017
0058.KL,JCBNEXT BERHAD,0.06875,2015
0058.KL,JCBNEXT BERHAD,0.01625,2016
0058.KL,JCBNEXT BERHAD,0.02,2017
0065.KL,EXCEL FORCE MSC BHD,0.03,2015
0065.KL,EXCEL FORCE MSC BHD,0.02,2016
0065.KL,EXCEL FORCE MSC BHD,0.025,2017
0078.KL,GD EXPRESS CARRIER BHD,0.01125,2015
0078.KL,GD EXPRESS CARRIER BHD,0.01,2016
0078.KL,GD EXPRESS CARRIER BHD,0.01,2017
0078.KL,GD EXPRESS CARRIER BHD,0.0025,2018
0089.KL,TEX CYCLE TECHNOLOGY (M) BHD,0.0075,2015
0089.KL,TEX CYCLE TECHNOLOGY (M) BHD,0.005,2016
0089.KL,TEX CYCLE TECHNOLOGY (M) BHD,0.011,2017
0090.KL,ELSOFT RESEARCH BHD,0.09,2015
0090.KL,ELSOFT RESEARCH BHD,0.1,2016
0090.KL,ELSOFT RESEARCH BHD,0.07,2017
0097.KL,VITROX CORPORATION BHD,0.02,2015
0097.KL,VITROX CORPORATION BHD,0.03,2016
0097.KL,VITROX CORPORATION BHD,0.055,2017
0099.KL,SCICOM (MSC) BHD,0.08,2015
0099.KL,SCICOM (MSC) BHD,0.09,2016
0099.KL,SCICOM (MSC) BHD,0.07,2017
0101.KL,TMC LIFE SCIENCES BHD,0.0014,2015
0101.KL,TMC LIFE SCIENCES BHD,0.00154,2017
0101.KL,TMC LIFE SCIENCES BHD,0.00167,2018
0105.KL,ASIA POLY HOLDINGS BHD,0.005,2015
0105.KL,ASIA POLY HOLDINGS BHD,0.005,2016
0105.KL,ASIA POLY HOLDINGS BHD,0.005,2017
0106.KL,REXIT BHD,0.015,2015
0106.KL,REXIT BHD,0.05,2016
0106.KL,REXIT BHD,0.03,2017
0108.KL,N2N CONNECT BHD,0.01,2015
0108.KL,N2N CONNECT BHD,0.02,2016
0108.KL,N2N CONNECT BHD,0.01,2017
0112.KL,MIKRO MSC BERHAD,0.01,2015
0112.KL,MIKRO MSC BERHAD,0.011,2016
0112.KL,MIKRO MSC BERHAD,0.016,2017
0113.KL,MMS VENTURES BHD,0.02,2015
0113.KL,MMS VENTURES BHD,0.02,2016
0113.KL,MMS VENTURES BHD,0.03,2017
0138.KL,MY E.G. SERVICES BHD,0.025,2015
0138.KL,MY E.G. SERVICES BHD,0.032,2016
0138.KL,MY E.G. SERVICES BHD,0.01,2017
0138.KL,MY E.G. SERVICES BHD,0.012,2018
0146.KL,JF TECHNOLOGY BHD,0.01,2015
0146.KL,JF TECHNOLOGY BHD,0.005,2016
0146.KL,JF TECHNOLOGY BHD,0.02,2017
0149.KL,FIBON BERHAD,0.021,2015
0149.KL,FIBON BERHAD,0.0125,2016
0149.KL,FIBON BERHAD,0.011,2017
0158.KL,SCC HOLDINGS BERHAD,0.05,2015
0158.KL,SCC HOLDINGS BERHAD,0.05,2016
0158.KL,SCC HOLDINGS BERHAD,0.116,2017
0166.KL,INARI AMERTRON BERHAD,0.085,2015
0166.KL,INARI AMERTRON BERHAD,0.079,2016
0166.KL,INARI AMERTRON BERHAD,0.086,2017
0168.KL,BOILERMECH HOLDINGS BHD,0.0175,2015
0168.KL,BOILERMECH HOLDINGS BHD,0.015,2016
0168.KL,BOILERMECH HOLDINGS BHD,0.015,2017
0171.KL,PETERLABS HOLDINGS BHD,0.005,2015
0171.KL,PETERLABS HOLDINGS BHD,0.014,2016
0171.KL,PETERLABS HOLDINGS BHD,0.006,2018
0820EA.KL,FTSE Bursa Malaysia KLCI ETF,0,2015
0820EA.KL,FTSE Bursa Malaysia KLCI ETF,0.033,2016
0820EA.KL,FTSE Bursa Malaysia KLCI ETF,0.033,2017
0821EA.KL,DJIM25,0.033,2015
0821EA.KL,DJIM25,0.0237,2016
0821EA.KL,DJIM25,0.0223,2017
0821EA.KL,DJIM25,0.0239,2018
0822EA.KL,CIMB FTSE Asean 40 Malaysia Fund,0,2015
0822EA.KL,CIMB FTSE Asean 40 Malaysia Fund,0.0656,2016
0822EA.KL,CIMB FTSE Asean 40 Malaysia Fund,0.0739,2017
0824EA.KL,MyETF MSCI Malaysia Islamic Dividend,0.0315,2016
0824EA.KL,MyETF MSCI Malaysia Islamic Dividend,0.0152,2017
0824EA.KL,MyETF MSCI Malaysia Islamic Dividend,0.0281,2018
0825EA.KL,MyETF MSCI SEA ISLAMIC DIVIDEND,0.0215,2016
0825EA.KL,MyETF MSCI SEA ISLAMIC DIVIDEND,0.0234,2017
0825EA.KL,MyETF MSCI SEA ISLAMIC DIVIDEND,0.0151,2018
1007.KL,Amcorp Properties Berhad,0.03,2015
1007.KL,Amcorp Properties Berhad,0.03,2016
1007.KL,Amcorp Properties Berhad,0.03,2017
1007PA.KL,Amcorp Properties Berhad,0.02,2015
1007PA.KL,Amcorp Properties Berhad,0.02,2016
1007PA.KL,Amcorp Properties Berhad,0.02,2017
1015.KL,AMMB Holdings Berhad,0.203,2015
1015.KL,AMMB Holdings Berhad,0.155,2016
1015.KL,AMMB Holdings Berhad,0.176,2017
1023.KL,CIMB Group Holdings Berhad,0.08,2015
1023.KL,CIMB Group Holdings Berhad,0.19,2016
1023.KL,CIMB Group Holdings Berhad,0.25,2017
1058.KL,Manulife Holdings Berhad,0.1,2015
1058.KL,Manulife Holdings Berhad,0.09,2016
1058.KL,Manulife Holdings Berhad,0.105,2017
1066.KL,RHB Capital Berhad,0.06,2015
1066.KL,RHB Capital Berhad,0.17,2016
1066.KL,RHB Capital Berhad,0.12,2017
1082.KL,Hong Leong Financial Group Berhad,0.38,2015
1082.KL,Hong Leong Financial Group Berhad,0.38,2016
1082.KL,Hong Leong Financial Group Berhad,0.38,2017
1155.KL,Malayan Banking Berhad,0.57,2015
1155.KL,Malayan Banking Berhad,0.5,2016
1155.KL,Malayan Banking Berhad,0.45,2017
1163.KL,Allianz Malaysia Berhad,0.05,2015
1163.KL,Allianz Malaysia Berhad,0.065,2016
1163.KL,Allianz Malaysia Berhad,0.09,2017
1163.KL,Allianz Malaysia Berhad,0.12,2018
1163PA.KL,Allianz Malaysia Berhad,0.06,2015
1163PA.KL,Allianz Malaysia Berhad,0.078,2016
1163PA.KL,Allianz Malaysia Berhad,0.108,2017
1163PA.KL,Allianz Malaysia Berhad,0.144,2018
1171.KL,Malaysia Building Society Bhd,0.1,2015
1171.KL,Malaysia Building Society Bhd,0.03,2016
1171.KL,Malaysia Building Society Bhd,0.03,2017
1198.KL,MAA Group Berhad,0.06,2015
1198.KL,MAA Group Berhad,0.06,2016
1198.KL,MAA Group Berhad,0.09,2017
1295.KL,Public Bank Berhad,0.55,2015
1295.KL,Public Bank Berhad,0.58,2016
1295.KL,Public Bank Berhad,0.59,2017
1368.KL,UEM Edgenta Berhad,0.05,2015
1368.KL,UEM Edgenta Berhad,0.15,2016
1368.KL,UEM Edgenta Berhad,0.15,2017
1481.KL,Advance Synergy Berhad,0.0025,2015
1481.KL,Advance Synergy Berhad,0.0025,2016
1481.KL,Advance Synergy Berhad,0.0025,2017
1503.KL,GuocoLand (Malaysia) Berhad,0.02,2015
1503.KL,GuocoLand (Malaysia) Berhad,0.02,2016
1503.KL,GuocoLand (Malaysia) Berhad,0.02,2017
1538.KL,Symphony Life Berhad,0.05,2015
1538.KL,Symphony Life Berhad,0.02,2016
1538.KL,Symphony Life Berhad,0.06,2017
1562.KL,Berjaya Sports Toto Berhad,0.185,2015
1562.KL,Berjaya Sports Toto Berhad,0.18,2016
1562.KL,Berjaya Sports Toto Berhad,0.14,2017
1562.KL,Berjaya Sports Toto Berhad,0.04,2018
1619.KL,DRB-HICOM Berhad,0.06,2015
1619.KL,DRB-HICOM Berhad,0.02,2016
1619.KL,DRB-HICOM Berhad,0.01,2017
1651.KL,Malaysian Resources Corporation Berhad,0.025,2015
1651.KL,Malaysian Resources Corporation Berhad,0.025,2016
1651.KL,Malaysian Resources Corporation Berhad,0.055,2017
1724.KL,Paramount Corporation Berhad,0.075,2015
1724.KL,Paramount Corporation Berhad,0.0825,2016
1724.KL,Paramount Corporation Berhad,0.085,2017
1783.KL,Selangor Properties Bhd,0.12,2015
1783.KL,Selangor Properties Bhd,0.12,2016
1783.KL,Selangor Properties Bhd,0.12,2017
1818.KL,Bursa Malaysia Berhad,0.345,2015
1818.KL,Bursa Malaysia Berhad,0.35,2016
1818.KL,Bursa Malaysia Berhad,0.37,2017
1899.KL,Batu Kawan Berhad,1.05,2015
1899.KL,Batu Kawan Berhad,0.5,2016
1899.KL,Batu Kawan Berhad,0.55,2017
1899.KL,Batu Kawan Berhad,0.45,2018
1929.KL,Chin Teck Plantations Berhad,0.16,2015
1929.KL,Chin Teck Plantations Berhad,0.16,2016
1929.KL,Chin Teck Plantations Berhad,0.19,2017
1929.KL,Chin Teck Plantations Berhad,0.1,2018
1961.KL,IOI Corp.Bhd,0.09,2015
1961.KL,IOI Corp.Bhd,0.08,2016
1961.KL,IOI Corp.Bhd,0.095,2017
2038.KL,Negri Sembilan Oil Palms Berhad,0.06,2015
2038.KL,Negri Sembilan Oil Palms Berhad,0.06,2016
2038.KL,Negri Sembilan Oil Palms Berhad,0.06,2017
2054.KL,TDM Berhad,0.015,2015
2054.KL,TDM Berhad,0.012,2016
2054.KL,TDM Berhad,0.004545,2017
2062.KL,Harbour-Link Group Berhad,0.055,2015
2062.KL,Harbour-Link Group Berhad,0.02,2016
2062.KL,Harbour-Link Group Berhad,0.015,2017
2089.KL,United Plantations Bhd,0.4,2015
2089.KL,United Plantations Bhd,0.4,2016
2089.KL,United Plantations Bhd,0.4,2017
2135.KL,Gopeng Bhd,0.03,2015
2135.KL,Gopeng Bhd,0.04,2016
2135.KL,Gopeng Bhd,0.04,2017
2186.KL,Kuchai Development Bhd,0.001,2015
2186.KL,Kuchai Development Bhd,0.001,2016
2186.KL,Kuchai Development Bhd,0.0097,2017
2194.KL,MMC Corporation Bhd,0.035,2015
2194.KL,MMC Corporation Bhd,0.038,2016
2194.KL,MMC Corporation Bhd,0.04,2017
2216.KL,IJM Plantations Berhad,0.06,2015
2216.KL,IJM Plantations Berhad,0.05,2016
2216.KL,IJM Plantations Berhad,0.07,2017
2224.KL,Selangor Dredging Bhd,0.03,2015
2224.KL,Selangor Dredging Bhd,0.025,2016
2224.KL,Selangor Dredging Bhd,0.025,2017
2291.KL,Genting Plantations Berhad,0.065,2015
2291.KL,Genting Plantations Berhad,0.05,2016
2291.KL,Genting Plantations Berhad,0.215,2017
2305.KL,TAHPS Group Berhad,0.32,2015
2305.KL,TAHPS Group Berhad,0.1,2016
2305.KL,TAHPS Group Berhad,0.05,2017
2445.KL,Kuala Lumpur Kepong Berhad,0.55,2015
2445.KL,Kuala Lumpur Kepong Berhad,0.45,2016
2445.KL,Kuala Lumpur Kepong Berhad,0.5,2017
2445.KL,Kuala Lumpur Kepong Berhad,0.35,2018
2453.KL,Kluang Rubber Co. Malaya Bhd,0.01,2015
2453.KL,Kluang Rubber Co. Malaya Bhd,0.01,2016
2453.KL,Kluang Rubber Co. Malaya Bhd,0.01,2017
2488.KL,Alliance Financial Group Berhad.,0.144,2015
2488.KL,Alliance Financial Group Berhad.,0.15,2016
2488.KL,Alliance Financial Group Berhad.,0.16,2017
2569.KL,Sungei Bagan Rubber Co. Malaya Bhd,0.02,2015
2569.KL,Sungei Bagan Rubber Co. Malaya Bhd,0.02,2016
2569.KL,Sungei Bagan Rubber Co. Malaya Bhd,0.02,2017
2593.KL,United Malacca Berhad,0.16,2015
2593.KL,United Malacca Berhad,0.16,2016
2593.KL,United Malacca Berhad,0.2,2017
2593.KL,United Malacca Berhad,0.06,2018
2607.KL,Inch Kenneth Kajang Rubber Public Limited Company,0.002,2015
2607.KL,Inch Kenneth Kajang Rubber Public Limited Company,0.002,2016
2607.KL,Inch Kenneth Kajang Rubber Public Limited Company,0.002,2017
2658.KL,Ajinomoto Malaysia Bhd,0.2,2015
2658.KL,Ajinomoto Malaysia Bhd,0.3375,2016
2658.KL,Ajinomoto Malaysia Bhd,0.42,2017
2771.KL,Boustead Holdings Bhd,0.21,2015
2771.KL,Boustead Holdings Bhd,0.18,2016
2771.KL,Boustead Holdings Bhd,0.12,2017
2836.KL,Carlsberg Brewery Malaysia Bhd,0.05,2015
2836.KL,Carlsberg Brewery Malaysia Bhd,0.05,2016
2836.KL,Carlsberg Brewery Malaysia Bhd,0.1,2017
2852.KL,Cahya Mata Sarawak Bhd,0.085,2015
2852.KL,Cahya Mata Sarawak Bhd,0.03,2016
2852.KL,Cahya Mata Sarawak Bhd,0.063,2017
2879.KL,Chemical Co. of Malaysia Bhd,0.025,2015
2879.KL,Chemical Co. of Malaysia Bhd,0.05,2016
2879.KL,Chemical Co. of Malaysia Bhd,0.025,2017
2984.KL,FACB Industries Inc. Bhd,0.025,2015
2984.KL,FACB Industries Inc. Bhd,0.025,2017
2984.KL,FACB Industries Inc. Bhd,0.04,2018
3026.KL,Dutch Lady Milk Industries Bhd,1,2015
3026.KL,Dutch Lady Milk Industries Bhd,1,2016
3026.KL,Dutch Lady Milk Industries Bhd,1,2017
3034.KL,Hap Seng Consolidated Berhad,0.2,2015
3034.KL,Hap Seng Consolidated Berhad,0.35,2016
3034.KL,Hap Seng Consolidated Berhad,0.35,2017
3069.KL,Mega First Corp. Bhd,0.08,2015
3069.KL,Mega First Corp. Bhd,0.07,2016
3069.KL,Mega First Corp. Bhd,0.05,2017
3107.KL,Fima Corp. Bhd,0.125,2015
3107.KL,Fima Corp. Bhd,0.125,2016
3107.KL,Fima Corp. Bhd,0.125,2017
3182.KL,Genting Berhad,0.03,2015
3182.KL,Genting Berhad,0.035,2016
3182.KL,Genting Berhad,0.145,2017
3204.KL,George Kent (Malaysia) Berhad,0.056,2015
3204.KL,George Kent (Malaysia) Berhad,0.085,2016
3204.KL,George Kent (Malaysia) Berhad,0.095,2017
3255.KL,Heineken Malaysia Berhad,0.71,2015
3255.KL,Heineken Malaysia Berhad,0.55,2016
3255.KL,Heineken Malaysia Berhad,1.6,2017
3298.KL,Hexza Corporation Berhad,0.045,2015
3298.KL,Hexza Corporation Berhad,0.045,2016
3298.KL,Hexza Corporation Berhad,0.05,2017
3301.KL,Hong Leong Industries Berhad,0.3,2015
3301.KL,Hong Leong Industries Berhad,0.34,2016
3301.KL,Hong Leong Industries Berhad,0.35,2017
3336.KL,IJM Corporation Berhad,0.14,2015
3336.KL,IJM Corporation Berhad,0.07,2016
3336.KL,IJM Corporation Berhad,0.075,2017
3379.KL,Insas Berhad,0.010175,2015
3379.KL,Insas Berhad,0.01,2016
3379.KL,Insas Berhad,0.01,2017
3379.KL,Insas Berhad,0.01,2018
3379PA.KL,Insas Berhad,0.06,2015
3379PA.KL,Insas Berhad,0.04,2016
3379PA.KL,Insas Berhad,0.04,2017
3476.KL,Keck Seng Malaysia Bhd,0.1,2015
3476.KL,Keck Seng Malaysia Bhd,0.1,2016
3476.KL,Keck Seng Malaysia Bhd,0.1,2017
3514.KL,Marco Holdings Berhad,0.002,2015
3514.KL,Marco Holdings Berhad,0.007,2016
3514.KL,Marco Holdings Berhad,0.005,2017
3662.KL,Malayan Flour Mills Bhd,0.055,2015
3662.KL,Malayan Flour Mills Bhd,0.05,2016
3662.KL,Malayan Flour Mills Bhd,0.065,2017
3689.KL,Fraser & Neave Holdings Bhd,0.55,2015
3689.KL,Fraser & Neave Holdings Bhd,0.625,2016
3689.KL,Fraser & Neave Holdings Bhd,0.575,2017
3689.KL,Fraser & Neave Holdings Bhd,0.305,2018
3719.KL,Panasonic Manufacturing Malaysia Berhad,0.5,2015
3719.KL,Panasonic Manufacturing Malaysia Berhad,1.39,2016
3719.KL,Panasonic Manufacturing Malaysia Berhad,1.17,2017
3816.KL,MISC Berhad,0.135,2015
3816.KL,MISC Berhad,0.325,2016
3816.KL,MISC Berhad,0.41,2017
3859.KL,Magnum Berhad,0.175,2015
3859.KL,Magnum Berhad,0.135,2016
3859.KL,Magnum Berhad,0.1,2017
3867.KL,Malaysian Pacific Industries Berhad,0.21,2015
3867.KL,Malaysian Pacific Industries Berhad,0.23,2016
3867.KL,Malaysian Pacific Industries Berhad,0.29,2017
3883.KL,Muda Holdings Berhad,0.03,2015
3883.KL,Muda Holdings Berhad,0.03,2016
3883.KL,Muda Holdings Berhad,0.03,2017
3921.KL,MWE Holdings Bhd,0.02,2015
3921.KL,MWE Holdings Bhd,0.02,2016
3921.KL,MWE Holdings Bhd,0.02,2017
4006.KL,Oriental Holdings Bhd,0.18,2015
4006.KL,Oriental Holdings Bhd,0.18,2016
4006.KL,Oriental Holdings Bhd,0.2,2017
4065.KL,PPB Group Berhad,0.24,2015
4065.KL,PPB Group Berhad,0.25,2016
4065.KL,PPB Group Berhad,0.25,2017
4162.KL,British American Tobacco Malaysia Bhd,3.12,2015
4162.KL,British American Tobacco Malaysia Bhd,2.33,2016
4162.KL,British American Tobacco Malaysia Bhd,2.03,2017
4197.KL,Sime Darby Berhad,0.25,2015
4197.KL,Sime Darby Berhad,0.27,2016
4197.KL,Sime Darby Berhad,0.23,2017
4243.KL,WTK Holdings Bhd,0.0183,2015
4243.KL,WTK Holdings Bhd,0.0249,2016
4243.KL,WTK Holdings Bhd,0.02,2017
4251.KL,I-Berhad,0.0151,2015
4251.KL,I-Berhad,0.013,2016
4251.KL,I-Berhad,0.0188,2017
4383.KL,Jaya Tiasa Holdings Berhad,0.01,2015
4383.KL,Jaya Tiasa Holdings Berhad,0.013,2016
4383.KL,Jaya Tiasa Holdings Berhad,0.005,2017
4405.KL,Tan Chong Motor Holdings Bhd,0.05,2015
4405.KL,Tan Chong Motor Holdings Bhd,0.04,2016
4405.KL,Tan Chong Motor Holdings Bhd,0.02,2017
4448.KL,Tasek Corporation Berhad,0.9,2015
4448.KL,Tasek Corporation Berhad,0.8,2016
4448.KL,Tasek Corporation Berhad,0.6,2017
4502.KL,Media Prima Bhd,0.1,2015
4502.KL,Media Prima Bhd,0.09,2016
4502.KL,Media Prima Bhd,0.04,2017
4634.KL,Pos Malaysia Berhad,0.131,2015
4634.KL,Pos Malaysia Berhad,0.117,2016
4634.KL,Pos Malaysia Berhad,0.107,2017
4677.KL,YTL Corporation Berhad,0.095,2015
4677.KL,YTL Corporation Berhad,0.095,2016
4677.KL,YTL Corporation Berhad,0.04902,2017
4707.KL,Nestlé (Malaysia) Berhad,3.05,2015
4707.KL,Nestlé (Malaysia) Berhad,2.5,2016
4707.KL,Nestlé (Malaysia) Berhad,2.7,2017
4715.KL,Genting Malaysia Berhad,0.063,2015
4715.KL,Genting Malaysia Berhad,0.073,2016
4715.KL,Genting Malaysia Berhad,0.102,2017
4731.KL,Scientex Berhad,0.22,2015
4731.KL,Scientex Berhad,0.35,2016
4731.KL,Scientex Berhad,0.16,2017
4863.KL,Telekom Malaysia Berhad,0.227,2015
4863.KL,Telekom Malaysia Berhad,0.214,2016
4863.KL,Telekom Malaysia Berhad,0.216,2017
4898.KL,TA Enterprise Berhad,0.018,2015
4898.KL,TA Enterprise Berhad,0.004,2016
4898.KL,TA Enterprise Berhad,0.017,2017
4944.KL,Nylex (Malaysia) Berhad,0.02,2015
4944.KL,Nylex (Malaysia) Berhad,0.02,2016
4944.KL,Nylex (Malaysia) Berhad,0.02,2017
4952.KL,Amanah Harta Tanah PNB,0.072,2015
4952.KL,Amanah Harta Tanah PNB,0.065,2016
4952.KL,Amanah Harta Tanah PNB,0.015,2017
4952.KL,Amanah Harta Tanah PNB,0.025,2018
5000.KL,Hume Industries Berhad,0.03,2015
5000.KL,Hume Industries Berhad,0.03,2016
5000.KL,Hume Industries Berhad,0.02,2017
5005.KL,Unisem (M) Berhad,0.1,2015
5005.KL,Unisem (M) Berhad,0.11,2016
5005.KL,Unisem (M) Berhad,0.075,2017
5007.KL,Chin Well Holdings Berhad,0.0584,2015
5007.KL,Chin Well Holdings Berhad,0.085,2016
5007.KL,Chin Well Holdings Berhad,0.068,2017
5008.KL,Harrisons Holdings (Malaysia) Berhad,0.3,2015
5008.KL,Harrisons Holdings (Malaysia) Berhad,0.15,2016
5008.KL,Harrisons Holdings (Malaysia) Berhad,0.25,2017
5009.KL,White Horse Bhd,0.1,2015
5009.KL,White Horse Bhd,0.1,2016
5009.KL,White Horse Bhd,0.05,2017
5010.KL,Tong Herr Resources Bhd,0.06,2015
5010.KL,Tong Herr Resources Bhd,0.2,2016
5010.KL,Tong Herr Resources Bhd,0.38,2017
5012.KL,TA Ann Holdings Bhd,0.2,2015
5012.KL,TA Ann Holdings Bhd,0.15,2016
5012.KL,TA Ann Holdings Bhd,0.1,2017
5014.KL,Malaysia Airports Holdings Bhd,0.076,2015
5014.KL,Malaysia Airports Holdings Bhd,0.085,2016
5014.KL,Malaysia Airports Holdings Bhd,0.11,2017
5015.KL,APM Automotive Holdings Berhad,0.195,2015
5015.KL,APM Automotive Holdings Berhad,0.17,2016
5015.KL,APM Automotive Holdings Berhad,0.145,2017
5016.KL,Warisan TC Holdings Bhd,0.07,2015
5016.KL,Warisan TC Holdings Bhd,0.065,2016
5016.KL,Warisan TC Holdings Bhd,0.03,2017
5020.KL,Glomac Berhad,0.0425,2015
5020.KL,Glomac Berhad,0.04,2016
5020.KL,Glomac Berhad,0.03,2017
5022.KL,Paos Holdings Berhad,0.025,2015
5022.KL,Paos Holdings Berhad,0.025,2016
5022.KL,Paos Holdings Berhad,0.016,2017
5024.KL,Hup Seng Industries Bhd,0.035,2015
5024.KL,Hup Seng Industries Bhd,0.04,2016
5024.KL,Hup Seng Industries Bhd,0.06,2017
5026.KL,MHC Plantations Bhd,0.02,2015
5026.KL,MHC Plantations Bhd,0.015,2016
5026.KL,MHC Plantations Bhd,0.015,2017
5027.KL,Kim Loong Resources Berhad,0.13,2015
5027.KL,Kim Loong Resources Berhad,0.13,2016
5027.KL,Kim Loong Resources Berhad,0.17,2017
5029.KL,Far East Holdings Bhd,0.3,2015
5029.KL,Far East Holdings Bhd,0.25,2016
5029.KL,Far East Holdings Bhd,0.5,2017
5031.KL,Time Dotcom Bhd.,0.056,2015
5031.KL,Time Dotcom Bhd.,0.067,2016
5031.KL,Time Dotcom Bhd.,0.066,2017
5032.KL,Bintulu Port Holdings Bhd,0.22,2015
5032.KL,Bintulu Port Holdings Bhd,0.24,2016
5032.KL,Bintulu Port Holdings Bhd,0.21,2017
5041.KL,PBA Holdings Bhd,0.0375,2015
5041.KL,PBA Holdings Bhd,0.0375,2016
5041.KL,PBA Holdings Bhd,0.04,2017
5047.KL,NPC Resources Bhd,0.01,2015
5047.KL,NPC Resources Bhd,0.01,2016
5047.KL,NPC Resources Bhd,0.01,2017
5049.KL,Country View Bhd,0.13,2015
5049.KL,Country View Bhd,0.1,2016
5049.KL,Country View Bhd,0.05,2017
5053.KL,OSK Holdings Berhad,0.075,2015
5053.KL,OSK Holdings Berhad,0.05,2016
5053.KL,OSK Holdings Berhad,0.075,2017
5054.KL,TRC Synergy Bhd,0.0018,2015
5054.KL,TRC Synergy Bhd,0.0065,2016
5054.KL,TRC Synergy Bhd,0.019,2017
5056.KL,Engtex Group Bhd,0.01,2015
5056.KL,Engtex Group Bhd,0.0075,2016
5056.KL,Engtex Group Bhd,0.0275,2017
