code,name,url
5533,OCB Bhd (OCBB),https://www.investing.com/equities/ocb-bhd-dividends
0153,Oversea Enterprise Bhd (OVER),https://www.investing.com/equities/oversea-enterprise-bhd-dividends
7053,See Hup Consolidated Bhd (SCHB),https://www.investing.com/equities/see-hup-consolidated-bhd-dividends
9431,Seni Jaya Corporation Bhd (SENI),https://www.investing.com/equities/seni-jaya-corporation-bhd-dividends
5163,Seremban Engineering Bhd (SERE),https://www.investing.com/equities/seremban-engineering-bhd-dividends
7091,Unimech Group Bhd (UMEC),https://www.investing.com/equities/unimech-group-bhd-dividends
5016,Warisan TC Holdings Bhd (WATC),https://www.investing.com/equities/warisan-tc-holdings-bhd-dividends
0182,LKL International Bhd (LKLI),https://www.investing.com/equities/lkl-international-bhd-dividends
6149,Metrod Holdings Bhd (MROD),https://www.investing.com/equities/metrod-holdings-bhd-dividends
7132,SMIS Corporation Bhd (SMBH),https://www.investing.com/equities/smis-corporation-bhd-dividends
0191,Cabnet Holdings Bhd (CABN),https://www.investing.com/equities/cabnet-holdings-bhd-dividends
5111,Tower Real Estate Investment Trust (TWRE),https://www.investing.com/equities/tower-real-estate-dividends
